FirstName;LastName;age;City;State;StreetAddress;streetNumber
Herbert;Johnson;51;Baton Rouge;North Carolina;Bowles Avenue;16922
Harry;Madison;52;Sacramento;Iowa;Santa Monica Road;11563
Theodore;McKinley;77;Columbus;Louisiana;E Fowler Avenue;29037
Bill;Hayes;87;Salt Lake City;Massachusetts;Lake Tahoe Blvd.;49924
Calvin;Hayes;82;Baton Rouge;Minnesota;Carpinteria North;75236
Benjamin;Taylor;60;Saint Paul;New York;San Luis Obispo North;68581
Herbert;Monroe;82;Trenton;Arkansas;Hutchinson Rd;79845
Woodrow;Hoover;20;Sacramento;Massachusetts;N Kentwood;53174
Jimmy;Buchanan;58;Helena;Montana;Richmond Hill;81026
Richard;Quincy;54;Montpelier;Iowa;El Camino Real;76182
Millard;Jackson;35;Providence;Virginia;S Rustle St;96876
Theodore;Roosevelt;60;Augusta;Nebraska;Santa Ana Freeway;52371
Chester;Kennedy;26;Little Rock;Idaho;Cerrillos Road;59805
Grover;Fillmore;69;Madison;South Dakota;Harry S Truman Blvd;35371
Richard;Harding;94;Annapolis;Louisiana;Hutchinson Rd;47901
Jimmy;Jackson;31;Frankfort;South Dakota;W. Russell St.;20203
Grover;Harding;61;Raleigh;New Hampshire;Hutchinson Rd;34695
Woodrow;Coolidge;27;Denver;Oregon;Erringer Road;11868
Lyndon;Buchanan;21;Austin;Minnesota;Jones Road;49177
Rutherford;Pierce;80;Olympia;South Carolina;Santa Ana Freeway;65464
Jimmy;Roosevelt;37;Springfield;California;Milpas Street;36435
James;Madison;53;Harrisburg;New Mexico;Woodson Rd.;1053
Lyndon;Kennedy;57;Jefferson City;Oregon;Carpinteria Avenue;46772
Woodrow;Garfield;44;Columbus;Maryland;N Kentwood;72523
Theodore;Johnson;88;Tallahassee;Nevada;N Harrison St;54619
James;Taft;29;Hartford;New Mexico;Calle Real;98484
James;Harding;100;Carson City;Maryland;Cabrillo Highway;25913
Herbert;Truman;54;Charleston;North Dakota;South Roosevelt Drive;92213
James;Johnson;71;Richmond;Louisiana;Jones Road;57724
Lyndon;Clinton;100;Carson City;Michigan;Padre Boulevard;3431
Franklin;Jackson;70;Little Rock;Missouri;N Kentwood;11523
George;Taft;57;Annapolis;Nebraska;Hutchinson Rd;76477
Jimmy;Jackson;92;Hartford;Minnesota;Lake Tahoe Blvd.;42348
John;McKinley;77;Concord;Wisconsin;East Main Street;55648
Harry;Taft;89;Jackson;Tennessee;Lindbergh Blvd;91904
Lyndon;Adams;97;Lansing;Alabama;Corona Del Mar;20332
Dwight;Clinton;84;Concord;Alaska;Cleveland Ave.;1908
Rutherford;Washington;52;Columbus;West Virginia;East Fry Blvd.;243
Thomas;Harrison;85;Saint Paul;Texas;Via Real;13283
Martin;McKinley;31;Nashville;New York;North Ventu Park Road;17751
Zachary;Arthur;54;Augusta;Idaho;Via Real;31682
Lyndon;Harding;64;Concord;Florida;Steele Lane;91967
Ulysses;Jefferson;76;Harrisburg;Texas;Lake Tahoe Blvd.;55502
Andrew;Wilson;29;Richmond;Pennsylvania;Hutchinson Rd;53029
Franklin;Polk;19;Boston;Ohio;Lake Tahoe Blvd.;10623
George;McKinley;51;Des Moines;Maryland;Newbury Road;88689
Bill;Quincy;64;Austin;Colorado;Grandview Drive;8649
Rutherford;Reagan;94;Hartford;Idaho;Cleveland Ave.;35998
Harry;Harrison;28;Austin;Oklahoma;Harbor Dr;20777
Martin;Cleveland;20;Charleston;New Jersey;South Highway;43993
Woodrow;Nixon;98;Dover;North Carolina;Padre Boulevard;26726
Dwight;Jackson;80;Lansing;Utah;El Camino Real;48152
Herbert;Truman;61;Lansing;Nebraska;Lake Tahoe Blvd.;82438
George;Taylor;20;Helena;Kentucky;San Simeon;91048
Warren;Taft;54;Bismarck;Oregon;Fairview Avenue;37716
Bill;Garfield;72;Columbia;Arkansas;Cerrillos Road;97316
William;McKinley;82;Columbia;Michigan;N Harrison St;97314
Dwight;Grant;37;Annapolis;Texas;Calle Real;13852
Franklin;Fillmore;48;Frankfort;Texas;French Camp Turnpike Road;39477
Bill;Adams;35;Honolulu;New Jersey;North Broadway Street;80926
Benjamin;Washington;17;Columbus;New York;Lawrenceville Suwanee;3017
Jimmy;Nixon;98;Salem;North Carolina;Jones Road;27830
Theodore;Reagan;37;Montgomery;Connecticut;Jean de la Fontaine;7874
Gerald;Grant;29;Honolulu;North Carolina;W. Russell St.;32304
Abraham;Johnson;77;Denver;New Jersey;Bailard Avenue;50114
Rutherford;Polk;63;Jackson;Virginia;Fairview Avenue;39560
James;Jefferson;58;Augusta;North Dakota;Burnett Road;87427
Rutherford;Truman;99;Jefferson City;West Virginia;Fontaine Road;70512
Thomas;Roosevelt;19;Cheyenne;Rhode Island;Corona Del Mar;17755
Dwight;Coolidge;15;Austin;Idaho;Bailard Avenue;24983
Calvin;Reagan;68;Phoenix;New Hampshire;W. Russell St.;25440
Ronald;Quincy;51;Jackson;Connecticut;Redwood Highway;92428
Martin;Polk;84;Trenton;Rhode Island;Hutchinson Rd;85529
Lyndon;Roosevelt;79;Santa Fe;Utah;North Atherton Street;56984
Abraham;Taft;22;Olympia;Mississippi;Santa Monica Road;48194
George;Adams;52;Springfield;West Virginia;Bowles Avenue;35624
Millard;Arthur;57;Oklahoma City;Kansas;Jean de la Fontaine;77781
Zachary;Taylor;60;Saint Paul;New York;French Camp Turnpike Road;26616
Franklin;Nixon;86;Raleigh;Wisconsin;Harbor Dr;62276
Grover;Carter;41;Providence;Ohio;Cleveland Ave.;2454
James;Monroe;95;Des Moines;Wyoming;Harry S Truman Blvd;91995
Bill;Ford;22;Salem;Montana;Milpas Street;37451
Benjamin;Jackson;19;Trenton;North Carolina;Lawrenceville Suwanee;95413
Warren;Kennedy;14;Trenton;Hawaii;Tanger Blvd;69444
John;Adams;59;Bismarck;Maryland;N Harrison St;15148
Ronald;Hayes;20;Salt Lake City;North Carolina;Santa Monica Road;9736
Rutherford;Kennedy;21;Hartford;Idaho;Calle Real;69474
Zachary;Madison;68;Saint Paul;Colorado;El Camino Real;11649
Martin;Clinton;55;Little Rock;Ohio;Bayshore Freeway;21095
Bill;Truman;30;Albany;South Dakota;San Simeon;9974
Bill;McKinley;17;Phoenix;Oklahoma;North Erringer Road;23320
Thomas;Jefferson;63;Augusta;Delaware;South Highway;49062
Warren;Johnson;75;Providence;Indiana;Carpinteria Avenue;28095
Richard;Wilson;28;Cheyenne;North Carolina;North Erringer Road;22467
Martin;Pierce;83;Baton Rouge;Mississippi;Steele Lane;75230
Chester;Fillmore;83;Oklahoma City;Vermont;North Erringer Road;71517
Zachary;Van Buren;53;Baton Rouge;New York;Lake Tahoe Blvd.;78476
Woodrow;Clinton;51;Salt Lake City;Oklahoma;Bailard Avenue;2098
Dwight;Jackson;37;Albany;Ohio;Cleveland Ave.;33436
Richard;Harding;38;Frankfort;North Dakota;N Harrison St;19675
Jimmy;Fillmore;64;Phoenix;South Carolina;Erringer Road;82234
George;Grant;58;Lincoln;Massachusetts;Burnett Road;92256
Jimmy;Garfield;63;Nashville;Michigan;E Fowler Avenue;29009
James;Hoover;17;Jefferson City;Wisconsin;French Camp Turnpike Road;92777
Andrew;Madison;76;Honolulu;Maine;San Luis Obispo North;43021
Chester;Wilson;51;Trenton;California;Grandview Drive;58330
Herbert;Roosevelt;71;Boston;Mississippi;W. Russell St.;57997
Martin;Lincoln;60;Columbia;Rhode Island;Lawrenceville Suwanee;18787
Lyndon;Clinton;93;Harrisburg;Massachusetts;Erringer Road;58518
George;Jefferson;59;Montpelier;Georgia;Carpinteria Avenue;75538
Herbert;Clinton;91;Concord;New York;Newbury Road;79119
Martin;Buchanan;75;Saint Paul;Utah;Hutchinson Rd;59338
Woodrow;Harding;93;Lansing;New Mexico;San Simeon;57582
Theodore;Taft;81;Baton Rouge;Oklahoma;S Rustle St;20161
Calvin;Coolidge;36;Saint Paul;Colorado;Via Real;19705
Richard;Jefferson;85;Lansing;North Carolina;Fairview Avenue;30637
Benjamin;Harding;70;Baton Rouge;Maryland;Pacific Hwy S;3855
Theodore;Cleveland;48;Salt Lake City;Arizona;Lake Tahoe Blvd.;45341
Lyndon;Quincy;89;Juneau;Georgia;Castillo Drive;95799
Abraham;Johnson;29;Madison;Iowa;Monroe Street;1989
Thomas;Clinton;75;Sacramento;West Virginia;Redwood Highway;59681
George;Quincy;86;Honolulu;South Dakota;Padre Boulevard;76629
Ulysses;Harrison;40;Lincoln;New Hampshire;Camelback Rd;52417
Lyndon;Buchanan;27;Trenton;Colorado;Carpinteria North;86093
Zachary;Roosevelt;22;Santa Fe;Rhode Island;French Camp Turnpike Road;65216
Franklin;Johnson;89;Columbia;Montana;Santa Ana Freeway;38328
Richard;Washington;43;Atlanta;Arkansas;N Harrison St;76928
Millard;Garfield;57;Austin;Missouri;S Rustle St;59555
Andrew;Kennedy;70;Trenton;Georgia;N Harrison St;45505
Chester;Jackson;79;Carson City;Iowa;Steele Lane;19454
Gerald;Buchanan;66;Nashville;Montana;Santa Rosa South;32406
Franklin;Harrison;31;Olympia;Nebraska;East Calle Primera;48248
Harry;Van Buren;96;Cheyenne;Louisiana;Redwood Highway;13119
Benjamin;Hayes;43;Concord;Minnesota;Woodson Rd.;7748
Jimmy;Ford;36;Harrisburg;Colorado;Steele Lane;98465
Jimmy;Jefferson;67;Madison;Mississippi;East 1st Street;80241
Grover;Pierce;82;Bismarck;Pennsylvania;San Simeon;85575
Martin;Hayes;50;Helena;Oregon;East Main Street;61683
Lyndon;Harding;28;Juneau;Oregon;Timberlane Drive;94763
Herbert;Lincoln;30;Boston;North Carolina;Tanger Blvd;48941
Warren;Madison;31;Trenton;Texas;Woodson Rd.;85319
George;Grant;42;Boise;Maine;Monroe Street;53790
Jimmy;Polk;35;Carson City;Vermont;South Roosevelt Drive;96738
Herbert;Harrison;90;Juneau;Utah;Via Real;40899
Gerald;Adams;73;Lincoln;North Carolina;San Diego Freeway;35439
Franklin;Jackson;60;Honolulu;Minnesota;San Luis Obispo North;3871
Grover;Hoover;15;Austin;Maine;Pacific Hwy S;34593
Andrew;Hoover;55;Hartford;Virginia;Steele Lane;66458
Chester;Lincoln;91;Cheyenne;Tennessee;Cerrillos Road;6588
Harry;Carter;19;Charleston;West Virginia;Lindbergh Blvd;27818
Rutherford;Pierce;67;Nashville;Nevada;Lawrenceville Suwanee;94675
Grover;Pierce;35;Richmond;Kentucky;Camelback Rd;86955
James;Madison;66;Carson City;Kansas;North Erringer Road;9741
George;Johnson;77;Columbia;Texas;Newbury Road;56738
Jimmy;Truman;79;Indianapolis;Tennessee;El Camino Real;17566
Woodrow;Lincoln;18;Dover;New Mexico;San Ysidro Blvd;59629
Theodore;Taft;59;Providence;Indiana;Monroe Street;65429
Andrew;Fillmore;85;Cheyenne;Illinois;S Rustle St;31970
Harry;Pierce;43;Columbus;New Mexico;Lawrenceville Suwanee;9104
Richard;Carter;39;Salt Lake City;Minnesota;Katella Avenue;20741
Woodrow;Jefferson;90;Augusta;Maine;Harbor Dr;13052
Bill;Washington;50;Columbia;Connecticut;Lawrenceville Suwanee;54338
Chester;Taft;51;Little Rock;Maine;San Luis Obispo North;49483
Jimmy;Madison;67;Nashville;Kentucky;North Ventu Park Road;98558
Bill;Johnson;38;Dover;Rhode Island;Bailard Avenue;53595
Warren;Pierce;54;Harrisburg;Indiana;San Simeon;60616
Herbert;Harrison;79;Des Moines;Oklahoma;Steele Lane;1218
Chester;Adams;92;Charleston;New Hampshire;E Fowler Avenue;90943
Warren;Tyler;95;Austin;New Hampshire;Harry S Truman Blvd;45790
William;Madison;15;Bismarck;Missouri;Westside Freeway;16674
Franklin;Grant;57;Carson City;Idaho;Cleveland Ave.;79428
Lyndon;Nixon;84;Pierre;Idaho;Calle Real;57238
Herbert;Truman;69;Albany;Idaho;Cabrillo Highway;99258
Benjamin;Kennedy;18;Honolulu;Massachusetts;Hutchinson Rd;55149
Ronald;Harrison;88;Jackson;New Jersey;Burnett Road;57322
Andrew;Harrison;53;Sacramento;Kentucky;South Roosevelt Drive;60923
Lyndon;Eisenhower;43;Salem;Massachusetts;Bayshore Freeway;28607
Ulysses;Monroe;52;Albany;New Hampshire;W. Russell St.;45779
George;Pierce;22;Montgomery;Virginia;San Luis Obispo North;36133
Theodore;Grant;90;Juneau;Ohio;Castillo Drive;58255
Harry;Van Buren;85;Salem;New York;Fontaine Road;49709
James;Nixon;65;Nashville;Indiana;Carpinteria North;68591
William;Grant;70;Santa Fe;Kansas;Santa Ana Freeway;11971
Grover;Washington;74;Albany;Florida;Cleveland Ave.;58626
Andrew;Polk;77;Jackson;Delaware;Katella Avenue;13603
Millard;Adams;33;Tallahassee;Nevada;Carpinteria Avenue;64232
Harry;Arthur;15;Albany;Florida;Santa Monica Road;22160
Harry;Truman;86;Salem;Kansas;Pacific Hwy S;84843
Harry;Roosevelt;42;Trenton;Minnesota;Hutchinson Rd;84418
Harry;Truman;38;Phoenix;Utah;Erringer Road;61514
Warren;Quincy;87;Bismarck;Wyoming;Harbor Dr;50596
Dwight;Eisenhower;63;Sacramento;Alaska;Cerrillos Road;35839
Ulysses;Pierce;89;Jefferson City;Wyoming;French Camp Turnpike Road;75714
Franklin;Clinton;65;Jackson;Illinois;San Diego Freeway;30094
Andrew;Polk;90;Sacramento;Missouri;North Broadway Street;15513
Harry;Quincy;75;Lincoln;Utah;Katella Avenue;515
Harry;Clinton;50;Montpelier;New York;Santa Rosa North;64344
Grover;Pierce;93;Providence;Iowa;Via Real;75742
Jimmy;Harrison;82;Richmond;South Carolina;Lake Tahoe Blvd.;53756
Ulysses;Wilson;91;Helena;Utah;Via Real;89494
Chester;Nixon;79;Augusta;Georgia;Cabrillo Highway;2653
Millard;Kennedy;36;Trenton;Ohio;Fairview Avenue;87251
Warren;Wilson;56;Raleigh;Mississippi;N Harrison St;53288
Lyndon;Roosevelt;80;Sacramento;West Virginia;W. Russell St.;41487
Herbert;Grant;31;Albany;Maine;San Ysidro Blvd;48338
Franklin;Buchanan;24;Harrisburg;Rhode Island;Tanger Blvd;57332
Grover;Kennedy;58;Frankfort;Virginia;San Simeon;70086
William;McKinley;60;Baton Rouge;New York;Santa Monica Road;22793
Jimmy;Polk;84;Annapolis;Iowa;South Highway;26732
Calvin;Fillmore;100;Richmond;New Mexico;Pacific Hwy S;35156
Benjamin;Monroe;59;Annapolis;North Carolina;Jean de la Fontaine;96967
Richard;Jackson;59;Columbia;Pennsylvania;French Camp Turnpike Road;72170
Bill;Washington;92;Columbus;Arizona;Bowles Avenue;32498
Dwight;Carter;72;Columbus;Mississippi;East Calle Primera;25309
Lyndon;Arthur;40;Tallahassee;New Jersey;French Camp Turnpike Road;30089
William;Quincy;53;Salem;Oklahoma;N Harrison St;48849
William;Johnson;58;Sacramento;New Jersey;South Roosevelt Drive;66971
Dwight;Coolidge;100;Jackson;Kansas;Milpas Street;26925
Abraham;Quincy;73;Richmond;Tennessee;Monroe Street;3969
Gerald;Taft;20;Trenton;North Dakota;Newbury Road;18916
Franklin;Harrison;37;Honolulu;Georgia;Harry S Truman Blvd;93338
Benjamin;Harding;27;Phoenix;Texas;Bailard Avenue;7647
Jimmy;Van Buren;19;Honolulu;Minnesota;Santa Monica Road;37850
Herbert;Jefferson;87;Trenton;Arkansas;Cerrillos Road;64614
Bill;Harding;90;Austin;Nevada;Burnett Road;74801
Theodore;Harding;73;Nashville;Missouri;W. Russell St.;29822
Ronald;Grant;43;Olympia;Delaware;San Luis Obispo North;55067
Millard;Monroe;17;Denver;Connecticut;Jones Road;22293
Theodore;Johnson;46;Little Rock;Tennessee;North Preisker Lane;40640
Ulysses;Reagan;61;Pierre;Massachusetts;Tanger Blvd;90973
Jimmy;Nixon;50;Lincoln;Utah;Bailard Avenue;2811
Theodore;Coolidge;22;Little Rock;Illinois;N Kentwood;47802
Franklin;Quincy;89;Montgomery;Oregon;Jones Road;1761
George;Jackson;67;Trenton;Kentucky;Castillo Drive;7064
Gerald;Grant;21;Augusta;Montana;Greenwood Road;12281
Abraham;Hoover;14;Boston;Arizona;Milpas Street;73092
Jimmy;Quincy;22;Jefferson City;New Mexico;North Atherton Street;10828
Calvin;Arthur;65;Atlanta;Maine;Westside Freeway;55490
James;Tyler;59;Madison;New Hampshire;Cerrillos Road;98678
Franklin;Arthur;61;Oklahoma City;Pennsylvania;San Luis Obispo North;54547
Benjamin;Adams;49;Indianapolis;California;Cleveland Ave.;32527
Ronald;Adams;44;Nashville;West Virginia;Via Real;4964
Grover;Ford;74;Madison;Oregon;North Atherton Street;6853
Richard;Jefferson;63;Albany;Michigan;Fairview Avenue;22332
James;Hayes;22;Montgomery;Missouri;Santa Ana Freeway;56741
Millard;Harrison;27;Little Rock;Missouri;Tully Road East;91580
Lyndon;Roosevelt;65;Carson City;Hawaii;San Diego Freeway;61621
Lyndon;Taylor;16;Lansing;Maryland;Lawrenceville Suwanee;20546
Richard;Reagan;81;Des Moines;New Jersey;Jean de la Fontaine;51640
Franklin;Garfield;76;Austin;Vermont;North Preisker Lane;54386
James;Eisenhower;69;Jackson;Wisconsin;N Harrison St;81915
Woodrow;Adams;21;Oklahoma City;Arkansas;Fontaine Road;80459
Benjamin;Madison;25;Salem;Pennsylvania;Cabrillo Highway;14658
Franklin;Ford;66;Indianapolis;New Hampshire;Lake Tahoe Blvd.;19609
Ronald;Harrison;23;Jackson;South Dakota;Santa Ana Freeway;64817
Benjamin;Quincy;81;Madison;Wyoming;North Ventu Park Road;93394
William;Harrison;55;Phoenix;Oklahoma;San Simeon;37295
Gerald;Reagan;72;Oklahoma City;Vermont;Tully Road East;20503
Gerald;Madison;89;Frankfort;North Carolina;Tully Road East;39468
William;Van Buren;81;Saint Paul;Michigan;Milpas Street;46018
Lyndon;Clinton;14;Oklahoma City;Idaho;San Diego Freeway;54434
Gerald;Harrison;28;Des Moines;Connecticut;Newbury Road;59370
Millard;Taylor;92;Honolulu;Connecticut;East Fry Blvd.;31499
Andrew;Hoover;29;Santa Fe;Minnesota;San Luis Obispo North;48881
Bill;Taft;80;Richmond;West Virginia;Carpinteria North;536
John;Eisenhower;76;Honolulu;Arizona;Padre Boulevard;59818
Lyndon;Eisenhower;73;Oklahoma City;Oregon;San Marcos;66258
Grover;Hoover;97;Pierre;Tennessee;Padre Boulevard;28984
James;Roosevelt;53;Richmond;Massachusetts;Pacific Hwy S;43605
William;Cleveland;88;Albany;Pennsylvania;Bowles Avenue;20705
Herbert;Hoover;64;Springfield;New Jersey;Fontaine Road;73582
Franklin;Quincy;51;Dover;Virginia;Carpinteria Avenue;68939
Ronald;Kennedy;66;Atlanta;Missouri;Timberlane Drive;13236
Chester;Truman;71;Frankfort;Delaware;Burnett Road;68477
Bill;Johnson;91;Harrisburg;Minnesota;Steele Lane;38187
Bill;Reagan;45;Denver;Oregon;North Atherton Street;59034
Jimmy;Pierce;74;Pierre;South Dakota;Timberlane Drive;81326
John;Reagan;25;Harrisburg;Kentucky;East 1st Street;11730
Dwight;Lincoln;34;Saint Paul;Iowa;Fontaine Road;68003
Herbert;Van Buren;28;Salt Lake City;New York;South Highway;84023
Millard;Monroe;68;Little Rock;Pennsylvania;Harbor Dr;93210
Harry;Lincoln;17;Bismarck;Florida;Erringer Road;30809
Ronald;Taft;55;Topeka;North Dakota;W. Russell St.;27853
Andrew;Johnson;91;Dover;Wisconsin;South Highway;93954
Warren;Adams;72;Frankfort;Colorado;Westside Freeway;82999
Woodrow;McKinley;73;Montgomery;North Dakota;Carpinteria South;86196
Calvin;McKinley;21;Montpelier;Colorado;N Harrison St;7861
Bill;Fillmore;50;Phoenix;Washington;Steele Lane;7623
Bill;Roosevelt;41;Madison;Illinois;Tanger Blvd;39821
Franklin;Hayes;63;Honolulu;Vermont;Cleveland Ave.;2113
Herbert;Madison;69;Hartford;North Dakota;Jean de la Fontaine;64823
Grover;Quincy;39;Olympia;Nebraska;Tully Road East;68449
Benjamin;Jefferson;17;Jefferson City;Connecticut;San Marcos;21446
Andrew;Carter;85;Sacramento;Texas;Fontaine Road;76454
Rutherford;Adams;76;Providence;Kansas;Milpas Street;90481
John;Adams;75;Santa Fe;Montana;Westside Freeway;15660
Harry;Adams;76;Oklahoma City;California;Tanger Blvd;38435
Harry;Roosevelt;60;Helena;California;Redwood Highway;84661
Zachary;Clinton;84;Sacramento;Missouri;Jean de la Fontaine;23267
Zachary;Eisenhower;61;Des Moines;New York;San Diego Freeway;48554
Thomas;Adams;48;Springfield;Rhode Island;Steele Lane;55493
Dwight;Reagan;50;Dover;Montana;Tanger Blvd;83487
Lyndon;Van Buren;100;Albany;Louisiana;Fairview Avenue;29514
Benjamin;Jackson;14;Salt Lake City;Illinois;Carpinteria Avenue;48494
Herbert;Eisenhower;23;Santa Fe;Iowa;South Highway;77103
John;Reagan;80;Sacramento;Iowa;S Rustle St;80908
Theodore;Ford;93;Springfield;Ohio;San Ysidro Blvd;36539
George;Adams;99;Little Rock;Massachusetts;San Marcos;81921
Grover;Taft;46;Phoenix;Mississippi;Via Real;1829
Grover;Nixon;52;Sacramento;New Jersey;Bowles Avenue;20535
Martin;Fillmore;86;Jefferson City;Indiana;North Atherton Street;3159
Jimmy;Jefferson;83;Olympia;Pennsylvania;North Preisker Lane;38284
Warren;Wilson;63;Hartford;Florida;Camelback Rd;43801
Benjamin;Jefferson;82;Topeka;New Jersey;Richmond Hill;32882
Millard;Tyler;41;Helena;Colorado;Lindbergh Blvd;63339
Benjamin;Fillmore;51;Harrisburg;Tennessee;Padre Boulevard;59188
Richard;Buchanan;75;Lincoln;New Jersey;North Preisker Lane;30974
Theodore;Hayes;48;Saint Paul;Arizona;Lake Tahoe Blvd.;31758
Theodore;Garfield;40;Helena;New Jersey;Lindbergh Blvd;75655
Martin;Cleveland;78;Bismarck;Rhode Island;Redwood Highway;89420
Ulysses;Truman;52;Raleigh;Arkansas;San Ysidro Blvd;97606
Thomas;Garfield;35;Tallahassee;Virginia;North Atherton Street;81750
Harry;Wilson;86;Salem;Ohio;Fairview Avenue;55043
Calvin;Roosevelt;93;Phoenix;Idaho;San Ysidro Blvd;26664
Zachary;Reagan;32;Springfield;Arizona;Carpinteria South;93252
Benjamin;Pierce;40;Madison;Ohio;Westside Freeway;32451
James;Van Buren;95;Boston;Idaho;Grandview Drive;54115
Theodore;Cleveland;38;Salem;Ohio;Bowles Avenue;64789
Lyndon;Johnson;18;Dover;Iowa;Calle Real;32170
John;Van Buren;68;Des Moines;Utah;Erringer Road;6544
Ronald;Polk;93;Providence;New Mexico;Harbor Dr;98824
Grover;Madison;67;Richmond;Louisiana;Santa Rosa South;15589
Benjamin;Carter;39;Saint Paul;Washington;Westside Freeway;5606
Richard;Grant;20;Lincoln;Connecticut;Woodson Rd.;42270
George;McKinley;14;Jackson;Connecticut;El Camino Real;67831
Theodore;Roosevelt;61;Helena;Hawaii;Fontaine Road;55569
Richard;Kennedy;25;Pierre;Virginia;Katella Avenue;74835
Lyndon;Hayes;19;Annapolis;Mississippi;W. Russell St.;26023
William;Buchanan;21;Montgomery;New Mexico;Camelback Rd;36174
Franklin;Wilson;36;Concord;Iowa;Camelback Rd;78174
Abraham;Garfield;61;Tallahassee;Ohio;Hutchinson Rd;55103
Ronald;Roosevelt;41;Austin;Hawaii;Milpas Street;7982
Woodrow;Nixon;43;Montpelier;Delaware;Tanger Blvd;82160
Grover;Quincy;35;Salt Lake City;New Jersey;Harry S Truman Blvd;37331
Chester;Pierce;89;Denver;Delaware;Katella Avenue;89767
Andrew;Monroe;52;Harrisburg;Oklahoma;Greenwood Road;72663
Rutherford;Buchanan;82;Denver;Wisconsin;Monroe Street;81421
Martin;Johnson;22;Dover;Utah;Monroe Street;45678
Thomas;Johnson;60;Boston;Arkansas;Santa Monica Road;28
Martin;Coolidge;92;Helena;Vermont;Corona Del Mar;37186
Lyndon;Polk;90;Saint Paul;Montana;North Ventu Park Road;84088
Warren;Garfield;42;Phoenix;Hawaii;Camelback Rd;40146
William;Van Buren;69;Raleigh;Oklahoma;San Luis Obispo North;78451
George;McKinley;49;Sacramento;Virginia;El Camino Real;72754
Theodore;Wilson;70;Saint Paul;New Mexico;Bowles Avenue;89877
Herbert;Roosevelt;99;Atlanta;Kansas;Richmond Hill;48737
Franklin;Hoover;79;Columbia;California;W. Russell St.;74383
